Field,Point_ID,Aleket_cnt,ndvi_slope,gndvi_slope,green_red_ratio_slope,ndre_slope,entropy_slope,green_slope,homogeneity_slope,asm_slope
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,277.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,278.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,279.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,280.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,281.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,282.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,283.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,284.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,285.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,286.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,287.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,288.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,289.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,290.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,291.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,292.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,293.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,294.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,295.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,296.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,297.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,298.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,299.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,300.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,301.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,302.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,303.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,304.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,305.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,306.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,307.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,308.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,309.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,310.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,311.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,312.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,313.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,314.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,315.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,316.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,317.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,318.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,319.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,320.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,321.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,322.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,323.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,324.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,325.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,326.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,327.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,328.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,329.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,330.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,331.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,332.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,333.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,334.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,335.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,336.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,337.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,338.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,339.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,340.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,341.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,342.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,343.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,344.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,345.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,346.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,347.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,348.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,349.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,350.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,351.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,352.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,353.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,354.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,355.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,356.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,357.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,358.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,359.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,360.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,361.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,362.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,363.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,364.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,365.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,366.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,367.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,368.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,369.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,370.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,371.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,372.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,373.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,374.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,375.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,376.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,377.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,378.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,379.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,380.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,381.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,382.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,383.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,384.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,385.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,386.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,387.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,388.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,389.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,390.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,391.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,392.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,393.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,394.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,395.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,396.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,397.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,398.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,399.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,400.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,401.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,402.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,403.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,404.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,405.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,406.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,407.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,408.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,409.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,410.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,411.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,412.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,413.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,414.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,415.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,416.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,417.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,418.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,419.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,420.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,421.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,422.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,423.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,424.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,425.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,426.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,427.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,428.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,429.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,430.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,431.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,432.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,433.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,434.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,435.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,436.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,437.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,438.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,439.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,440.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,441.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,442.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,443.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,444.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,445.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,446.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,447.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,448.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,449.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,450.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,451.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,452.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,453.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,454.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,455.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,456.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,457.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,458.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,459.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,460.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,461.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,462.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,463.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,464.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,465.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,466.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,467.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,468.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,469.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,470.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,471.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,472.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,473.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,474.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,475.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,476.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,477.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,478.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,479.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,480.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,481.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,482.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,483.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,484.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,485.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,486.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,487.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,488.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,489.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,490.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,491.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,492.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,493.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,494.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,495.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,496.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,497.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,498.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,499.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,500.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,501.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,502.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,503.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,504.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,505.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,506.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,507.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,508.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,509.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,510.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,511.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,512.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,513.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,514.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,515.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,516.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,517.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011,518.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,1.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,2.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,3.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,4.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,5.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,6.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,7.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,8.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,9.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,10.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,11.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,12.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,13.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,14.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,15.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,16.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,17.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,18.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,19.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,20.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,21.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,23.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,24.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,25.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,26.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,27.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,28.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,29.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,30.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,31.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011,32.0,3.0,,,,,,,,
