Od,Aleket_cnt,Commends,layer,path
180.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
181.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
182.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
183.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
184.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
185.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
186.0,1,Meshubash tiltan,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
187.0,1,Meshubash tiltan,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
188.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
189.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
190.0,1,Include water pumps,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
191.0,1,Meshubash tiltan,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
192.0,1,Meshubash tiltan,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
193.0,1,Meshubash tiltan,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
194.0,0,Meshubash tiltan very,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
195.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
196.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
197.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
198.0,1,Include water lines,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
199.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
200.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
201.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
202.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
203.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
204.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
205.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
206.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
207.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
208.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
209.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
210.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
211.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
212.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
213.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
214.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
215.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
216.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
217.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
218.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
219.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
220.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
221.0,1,Include water lines,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
222.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
223.0,1,Meshubash tiltan,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
224.0,1,Meshubash tiltan,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
225.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
226.0,1,Meshubash tiltan,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
227.0,1,Meshubash tiltan,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
228.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
229.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
230.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
231.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
232.0,1,Meshubash tiltan,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
233.0,1,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
234.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
235.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
236.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
237.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
238.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
239.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
240.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
241.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
242.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
243.0,1,Meshubash tiltan,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
244.0,1,Meshubash tiltan,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
245.0,1,Meshubash tiltan very,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
246.0,1,Meshubash tiltan very,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
247.0,1,Meshubash tiltan very,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
248.0,1,Meshubash tiltan,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
249.0,1,Include water lines,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
250.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
251.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
252.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
253.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
254.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
255.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
256.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
257.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
258.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
259.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
260.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
261.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
262.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
263.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
264.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
265.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
266.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
267.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
268.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
269.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
270.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
271.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
272.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
273.0,3,Include water lines,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
274.0,2,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
275.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
276.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
277.0,3,Meshubash tiltan very,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
278.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
279.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
280.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
281.0,2,Karachat east side,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
282.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
283.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
284.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
285.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
286.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
287.0,3,,holata_krad,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/holata_krad/holata_krad.shp
1.0,3,Shul,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
2.0,3,White flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
3.0,3,Yellow flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
4.0,3,Green flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
5.0,3,Yellow flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
6.0,3,Black flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
7.0,3,Green flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
8.0,3,White flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
9.0,3,White flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
10.0,3,Blue flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
11.0,3,Green flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
12.0,3,Yellow flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
13.0,3,Black flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
14.0,3,White flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
15.0,3,Black flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
16.0,3,Blue flag,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
17.0,3,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
18.0,3,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
19.0,3,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
20.0,3,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
21.0,3,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
22.0,3,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
23.0,3,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
24.0,2,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
25.0,2,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
26.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
27.0,1,Dry tomatoes,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
28.0,1,Dry tomatoes,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
29.0,1,Dry tomatoes,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
30.0,1,Dry tomatoes,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
31.0,1,Dry tomatoes,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
32.0,1,Dry tomatoes,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
33.0,1,Dry tomatoes,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
35.0,1,Dry tomatoes,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
36.0,1,Dry tomatoes,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
37.0,1,Dry tomatoes,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
38.0,1,Dry tomatoes,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
39.0,1,Dry tomatoes,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
40.0,1,Dry tomatoes,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
41.0,1,Dry tomatoes 3,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
42.0,1,Dry tomatoes 3,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
43.0,1,Dry tomatoes 3,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
44.0,1,Dry tomatoes 3,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
45.0,1,Dry tomatoes 3,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
46.0,1,Dry tomatoes 3,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
47.0,1,Dry tomatoes 2,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
48.0,1,Dry tomatoes 2,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
49.0,1,Dry tomatoes 3,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
50.0,1,Dry tomatoes 2,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
51.0,1,Dry tomatoes 2,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
52.0,1,Dry tomatoes 2,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
53.0,1,Dry tomatoes 2,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
54.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
55.0,1,Include water lines dry tomatoes 3,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
